,days_until_funded,funded_amount,terms_disbursal_amount,loan_amount,repayment_term,contains_old,contains_improve,contains_help,contains_buy,contains_loan,negative_sentiment,positive_sentiment,overall_positive,description_length,is_female,is_bulgaria,is_iraq,is_zambia,is_thailand,is_health,is_ed,is_arts,is_agriculture,is_food,is_housing,african,asian,north_american,south_american,european,paid,refunded,defaulted,in_repayment
2950,6,600,600.0,600,10,1,1,0,1,1,3,4,1,152,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2951,25,1225,2000.0,1225,15,1,1,0,0,1,5,5,0,164,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2952,2,775,66000.0,775,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2953,0,500,41500.0,500,14,1,0,0,1,1,4,5,1,136,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2954,0,1100,80000.0,1100,14,0,0,1,0,1,2,5,1,118,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2955,26,650,400000.0,650,10,1,0,1,1,1,4,6,1,81,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2956,0,175,15000.0,175,8,1,0,0,0,1,3,5,1,137,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2957,0,250,20000.0,250,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2958,0,250,20000.0,250,8,1,0,0,0,1,3,4,1,83,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2959,0,500,300000.0,500,6,1,0,0,1,1,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2960,11,650,400000.0,650,10,1,0,1,1,1,4,7,1,81,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2961,3,1000,1000.0,1000,15,1,0,1,0,1,5,7,1,131,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2962,0,875,74013.75,875,15,0,0,1,1,1,3,1,0,82,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2963,21,600,50000.0,600,14,1,1,0,0,1,4,5,1,86,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2964,0,650,400000.0,650,6,1,0,0,0,1,2,4,1,40,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2965,1,250,20000.0,250,8,1,0,0,0,1,3,4,1,100,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2966,1,300,25000.0,300,13,0,1,0,0,1,4,1,0,67,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2967,0,375,31500.0,375,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2968,5,1200,1200.0,1200,9,1,0,1,1,1,2,8,1,142,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2969,0,300,300.0,300,8,0,1,0,1,1,5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2970,21,600,1500.0,600,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2971,0,1000,1000.0,1000,12,0,0,0,1,1,4,2,0,150,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2972,0,400,1000.0,400,15,0,1,1,1,0,7,5,0,216,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2973,2,600,600.0,600,15,0,0,0,1,1,4,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2974,12,675,13000.0,675,8,1,0,1,1,1,5,7,1,196,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
2975,9,600,600.0,600,10,1,0,0,1,1,3,4,1,154,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2976,7,600,600.0,600,10,1,0,0,1,1,3,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2977,12,1000,1000.0,1000,15,1,0,1,1,1,4,6,1,79,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2978,2,825,69300.0,825,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2979,1,650,400000.0,650,6,1,0,0,0,1,4,2,0,53,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2980,5,3000,3000.0,3000,14,1,0,0,0,1,4,4,0,107,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2981,0,825,69300.0,825,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2982,0,650,400000.0,650,6,0,0,0,0,1,3,3,0,51,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2983,3,1200,102300.0,1200,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2984,3,775,2000.0,775,20,1,0,1,1,0,4,6,1,181,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2985,28,4925,12750.0,4925,8,1,1,1,1,1,7,8,1,173,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2986,4,1550,4000.0,1550,6,0,0,1,1,1,6,6,0,152,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2987,0,175,15000.0,175,8,1,0,0,1,1,4,4,0,106,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2988,9,475,40000.0,475,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2989,0,350,900.0,350,15,1,1,1,1,0,5,5,0,271,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2990,0,325,800.0,325,11,1,0,0,1,0,6,6,0,242,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
2991,0,525,42900.0,525,11,0,0,0,0,1,2,1,0,158,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2992,0,650,400000.0,650,6,0,0,0,0,1,3,2,0,49,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2993,0,250,21050.0,250,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2994,0,775,66000.0,775,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2995,0,250,20000.0,250,13,1,1,1,1,1,5,7,1,148,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2996,4,3000,3000.0,3000,14,1,0,0,0,1,4,5,1,107,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2997,1,900,190000.0,900,11,1,1,0,0,1,5,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2998,0,200,800000.0,200,11,1,0,0,1,1,7,8,1,178,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
2999,0,250,21050.0,250,9,0,1,0,0,1,3,4,1,139,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3000,15,650,400000.0,650,10,1,0,0,0,1,2,6,1,109,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3001,0,350,30000.0,350,11,1,0,0,0,1,4,3,0,187,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3002,0,1425,3700000.0,1425,6,1,0,0,1,1,5,3,0,145,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3003,0,250,20000.0,250,13,0,0,1,0,1,4,4,0,152,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3004,4,850,180000.0,850,11,1,0,0,1,1,5,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3005,0,1275,5653706.0,1275,6,1,0,0,0,1,2,4,1,99,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
3006,3,800,800.0,800,15,1,0,0,1,1,4,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3007,5,4550,20269135.0,4550,6,0,0,1,1,1,3,2,0,130,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
3008,5,650,400000.0,650,10,1,0,0,0,1,3,6,1,85,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3009,27,1275,800000.0,1275,14,1,0,0,0,1,2,5,1,88,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3010,0,400,200000.0,400,15,1,0,0,1,1,4,4,0,122,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3011,4,375,31450.0,375,8,0,1,0,1,1,4,5,1,124,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3012,25,5150,205000.0,5150,8,0,0,0,1,1,4,3,0,164,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
3013,0,500,4000.0,500,3,0,0,0,1,1,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
3014,25,1225,104750.0,1225,14,0,1,0,1,1,5,5,0,120,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3015,0,250,21050.0,250,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3016,0,75,5450.0,75,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3017,0,475,100000.0,475,8,1,1,1,0,1,4,5,1,78,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3018,14,1100,80000.0,1100,14,0,1,0,0,1,5,3,0,131,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3019,0,75,5450.0,75,9,0,1,0,1,1,5,6,1,139,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3020,1,250,21050.0,250,9,0,1,0,0,1,3,6,1,141,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3021,1,3575,15400000.0,3575,12,0,0,0,0,1,1,4,1,148,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3022,3,500,41900.0,500,14,0,0,0,1,1,4,2,0,136,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3023,0,300,12000.0,300,8,1,0,0,1,1,3,6,1,83,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3024,0,125,5000.0,125,8,1,0,0,0,1,2,5,1,96,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3025,0,250,10000.0,250,6,1,0,0,1,1,5,6,1,246,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3026,0,0,5000000.0,975,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3027,2,725,29500.0,725,8,1,0,0,1,0,4,5,1,69,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3028,7,1025,1025.0,1025,14,0,0,1,1,1,4,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
3029,5,725,29500.0,725,7,0,0,1,0,1,4,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3030,0,725,29500.0,725,5,1,0,0,0,1,4,6,1,83,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3031,0,375,15000.0,375,7,0,0,1,1,1,6,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3032,3,375,14900.0,375,11,1,0,0,0,1,2,5,1,68,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3033,3,325,13000.0,325,8,0,0,1,0,1,4,5,1,91,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3034,0,425,17000.0,425,8,1,0,0,1,0,5,6,1,76,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3035,3,250,10000.0,250,8,1,0,1,1,1,6,7,1,277,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3036,24,375,14900.0,375,11,1,0,0,1,1,5,6,1,82,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3037,17,1450,2000000.0,1450,14,1,0,0,0,0,2,5,1,113,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3038,6,375,15000.0,375,10,0,0,1,1,1,4,5,1,87,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3039,5,375,14900.0,375,12,1,0,0,0,1,3,6,1,46,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3040,26,375,14900.0,375,11,1,0,0,0,1,4,5,1,87,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3041,0,475,6000.0,475,6,1,0,1,0,1,5,4,0,224,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
3042,0,125,5000.0,125,8,1,0,0,0,1,4,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3043,3,350,14000.0,350,11,1,0,0,1,1,5,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3044,2,500,20000.0,500,8,1,0,1,1,1,5,6,1,322,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3045,14,600,24000.0,600,8,0,0,1,1,1,4,4,0,78,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3046,0,175,7000.0,175,8,1,0,0,0,1,2,5,1,71,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3047,18,375,14900.0,375,14,1,0,0,0,1,4,6,1,65,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3048,0,75,3000.0,75,8,1,0,0,0,1,3,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3049,0,375,15000.0,375,5,1,0,1,1,1,5,7,1,248,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3050,0,225,9000.0,225,8,1,0,0,0,1,2,6,1,63,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3051,0,125,5000.0,125,8,1,0,0,0,1,3,5,1,86,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3052,0,300,12000.0,300,11,1,0,0,0,0,3,7,1,70,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3053,0,100,400000.0,100,11,1,1,0,1,1,5,5,0,165,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3054,0,150,600000.0,150,11,1,0,0,1,1,4,7,1,154,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3055,27,750,30000.0,750,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3056,0,300,12000.0,300,8,0,0,1,0,1,5,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3057,0,75,3000.0,75,9,1,0,0,0,1,2,5,1,56,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3058,1,250,10000.0,250,7,0,0,1,0,1,3,2,0,79,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3059,0,225,9000.0,225,8,1,0,0,0,1,2,6,1,84,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3060,0,200,8000.0,200,8,1,0,0,1,1,5,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3061,28,750,30000.0,750,20,1,0,0,0,1,4,5,1,57,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3062,2,300,400000.0,300,14,1,0,0,0,1,3,4,1,94,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3063,25,575,23000.0,575,8,0,0,1,1,1,6,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3064,3,375,15000.0,375,13,0,0,0,1,1,5,2,0,57,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3065,2,975,40000.0,975,6,1,0,1,1,1,7,3,0,200,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3066,0,200,8000.0,200,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3067,0,375,14900.0,375,12,1,0,0,0,1,1,6,1,69,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3068,1,1575,15000000.0,1575,8,0,0,0,1,1,3,2,0,117,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3069,0,1400,132000.0,1400,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3070,0,400,1000.0,400,10,1,0,0,1,1,6,3,0,253,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
3071,8,375,14900.0,375,12,1,0,0,0,1,3,5,1,73,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3072,26,725,29500.0,725,8,1,0,0,1,1,5,4,0,84,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3073,3,500,20000.0,500,8,1,0,0,0,1,4,5,1,66,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3074,0,350,175000.0,350,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3075,26,1550,780000.0,1550,12,1,0,0,0,1,3,5,1,158,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3076,27,350,14000.0,350,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3077,2,300,12000.0,300,11,0,0,0,1,1,5,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3078,4,375,15000.0,375,9,1,0,0,1,1,6,7,1,135,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3079,4,375,15000.0,375,11,1,0,0,1,1,6,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3080,25,1375,700000.0,1375,12,1,0,0,0,1,4,4,0,165,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3081,22,1150,585000.0,1150,12,1,0,0,0,1,4,5,1,165,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3082,8,850,430000.0,850,12,1,0,0,0,1,3,6,1,161,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3083,26,675,340000.0,675,12,1,0,0,0,1,4,3,0,158,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3084,2,1575,15000000.0,1575,8,0,0,0,0,1,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3085,0,350,14000.0,350,5,0,0,1,1,1,6,2,0,233,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3086,0,125,5000.0,125,9,1,1,0,1,1,5,5,0,101,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3087,0,250,10000.0,250,5,0,0,0,1,1,5,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3088,1,325,160000.0,325,9,1,0,0,0,1,4,6,1,162,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3089,2,250,10000.0,250,14,1,0,0,0,1,4,5,1,67,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3090,27,1875,2590000.0,1875,14,1,0,0,0,1,4,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3091,1,825,70000.0,825,14,1,0,0,1,1,4,4,0,116,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3092,1,475,40000.0,475,14,0,0,1,1,1,4,2,0,107,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3093,0,200,15600.0,200,14,1,1,0,1,1,6,3,0,123,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3094,28,475,40000.0,475,13,1,1,1,0,1,6,7,1,144,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3095,0,250,20000.0,250,8,1,1,1,0,1,4,7,1,99,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3096,4,850,80000.0,850,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3097,1,275,10500.0,275,7,0,0,1,1,1,4,4,0,81,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3098,0,250,21363.75,250,12,1,0,0,0,1,3,4,1,80,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3099,0,250,5152000.0,250,14,1,0,0,1,1,4,5,1,108,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3100,5,375,15000.0,375,10,1,0,0,1,1,5,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3101,3,350,14000.0,350,7,1,0,1,1,1,5,6,1,247,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3102,0,300,300.0,300,14,1,1,1,1,1,6,6,0,169,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
3103,6,400,16000.0,400,11,0,0,1,1,1,5,5,0,84,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3104,4,375,14900.0,375,8,1,0,0,0,1,2,6,1,69,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3105,5,450,18000.0,450,11,0,0,1,1,1,5,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3106,1,250,10000.0,250,8,0,0,1,0,1,5,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3107,0,150,6000.0,150,8,1,1,0,1,1,4,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3108,20,500,20000.0,500,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3109,0,125,5000.0,125,8,1,0,0,0,1,3,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3110,1,5200,5185.0,5200,6,0,0,0,1,1,2,2,0,68,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
3111,0,375,14900.0,375,12,1,0,0,0,1,2,6,1,65,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
3112,7,550,22000.0,550,8,1,0,0,1,1,5,6,1,87,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
